,Unnamed: 0,fighter1,fighter2,weightclass,fighter1_odds,fighter2_odds,event_url,full_event_url,method,event
7,7,Luis Henrique,Ryan Spann,Light Heavyweight Bout,,,fight-night-sao-paulo-sept-22-2018,https://www.ufc.com/event/fight-night-sao-paulo-sept-22-2018,DEC,fight-night-sao-paulo-sept-22-2018
8,8,Augusto Sakai,Chase Sherman,Heavyweight Bout,,,fight-night-sao-paulo-sept-22-2018,https://www.ufc.com/event/fight-night-sao-paulo-sept-22-2018,KO/TKO,fight-night-sao-paulo-sept-22-2018
9,9,Sergio Moraes,Ben Saunders,Welterweight Bout,,,fight-night-sao-paulo-sept-22-2018,https://www.ufc.com/event/fight-night-sao-paulo-sept-22-2018,SUB,fight-night-sao-paulo-sept-22-2018
10,10,Mayra Bueno Silva,Gillian Robertson,Women's Flyweight Bout,,,fight-night-sao-paulo-sept-22-2018,https://www.ufc.com/event/fight-night-sao-paulo-sept-22-2018,SUB,fight-night-sao-paulo-sept-22-2018
11,11,Thales Leites,Hector Lombard,Middleweight Bout,,,fight-night-sao-paulo-sept-22-2018,https://www.ufc.com/event/fight-night-sao-paulo-sept-22-2018,DEC,fight-night-sao-paulo-sept-22-2018
12,12,Elizeu dos Santos,Luigi Vendramini,Welterweight Bout,,,fight-night-sao-paulo-sept-22-2018,https://www.ufc.com/event/fight-night-sao-paulo-sept-22-2018,KO/TKO,fight-night-sao-paulo-sept-22-2018
13,13,Livinha Souza,Alex Chambers,Women's Strawweight Bout,,,fight-night-sao-paulo-sept-22-2018,https://www.ufc.com/event/fight-night-sao-paulo-sept-22-2018,SUB,fight-night-sao-paulo-sept-22-2018
0,0,Jimmie Rivera,Marlon Moraes,Bantamweight Bout,,,fight-night-utica-2018,https://www.ufc.com/event/fight-night-utica-2018,KO/TKO,fight-night-utica-2018
0,0,Benson Henderson,Josh Thomson,Lightweight Bout,,,FOX10,https://www.ufc.com/event/FOX10,Decision - Split,FOX10
1,1,Stipe Miocic,Gabriel Gonzaga,Heavyweight Bout,-310.0,250.0,FOX10,https://www.ufc.com/event/FOX10,Decision - Unanimous,FOX10
2,2,Donald Cerrone,Adriano Martins,Lightweight Bout,-180.0,150.0,FOX10,https://www.ufc.com/event/FOX10,KO/TKO,FOX10
3,3,Darren Elkins,Jeremy Stephens,Featherweight Bout,110.0,-140.0,FOX10,https://www.ufc.com/event/FOX10,Decision - Unanimous,FOX10
4,4,Alex Caceres,Sergio Pettis,Bantamweight Bout,165.0,-205.0,FOX10,https://www.ufc.com/event/FOX10,Submission,FOX10
5,5,Eddie Wineland,Yves Jabouin,Bantamweight Bout,-510.0,385.0,FOX10,https://www.ufc.com/event/FOX10,KO/TKO,FOX10
6,6,Chico Camus,Yaotzin Meza,Bantamweight Bout,-200.0,160.0,FOX10,https://www.ufc.com/event/FOX10,Overturned,FOX10
7,7,Junior Hernandez,Hugo Viana,Bantamweight Bout,285.0,-360.0,FOX10,https://www.ufc.com/event/FOX10,Decision - Unanimous,FOX10
8,8,Daron Cruickshank,Mike Rio,Lightweight Bout,-240.0,190.0,FOX10,https://www.ufc.com/event/FOX10,KO/TKO,FOX10
9,9,George Sullivan,Mike Rhodes,Welterweight Bout,235.0,-295.0,FOX10,https://www.ufc.com/event/FOX10,Decision - Unanimous,FOX10
10,10,Walt Harris,Nikita Krylov,Heavyweight Bout,-425.0,325.0,FOX10,https://www.ufc.com/event/FOX10,KO/TKO,FOX10
0,0,Fabricio Werdum,Travis Browne,Heavyweight Bout,195.0,-230.0,FOX11,https://www.ufc.com/event/FOX11,Decision - Unanimous,FOX11
1,1,Miesha Tate,Liz Carmouche,Women's Bantamweight Bout,-200.0,170.0,FOX11,https://www.ufc.com/event/FOX11,Decision - Unanimous,FOX11
2,2,Donald Cerrone,Edson Barboza,Lightweight Bout,150.0,-175.0,FOX11,https://www.ufc.com/event/FOX11,Submission,FOX11
3,3,Brad Tavares,Yoel Romero,Middleweight Bout,-153.0,133.0,FOX11,https://www.ufc.com/event/FOX11,Decision - Unanimous,FOX11
4,4,Rafael Dos Anjos,Khabib Nurmagomedov,Lightweight Bout,260.0,-310.0,FOX11,https://www.ufc.com/event/FOX11,Decision - Unanimous,FOX11
5,5,Thiago Alves,Seth Baczynski,Welterweight Bout,-525.0,410.0,FOX11,https://www.ufc.com/event/FOX11,Decision - Unanimous,FOX11
6,6,Jorge Masvidal,Pat Healy,Lightweight Bout,-280.0,240.0,FOX11,https://www.ufc.com/event/FOX11,Decision - Unanimous,FOX11
7,7,Estevan Payan,Alex White,Featherweight Bout,-115.0,-105.0,FOX11,https://www.ufc.com/event/FOX11,KO/TKO,FOX11
8,8,Caio Magalhaes,Luke Zachrich,Middleweight Bout,-310.0,260.0,FOX11,https://www.ufc.com/event/FOX11,KO/TKO,FOX11
9,9,Jordan Mein,Hernani Perpetuo,Welterweight Bout,-450.0,350.0,FOX11,https://www.ufc.com/event/FOX11,Decision - Split,FOX11
10,10,Dustin Ortiz,Ray Borg,Flyweight Bout,-150.0,130.0,FOX11,https://www.ufc.com/event/FOX11,Decision - Split,FOX11
11,11,Mirsad Bektic,Chas Skelly,Featherweight Bout,-142.0,122.0,FOX11,https://www.ufc.com/event/FOX11,Decision - Majority,FOX11
12,12,Derrick Lewis,,Heavyweight Bout,-300.0,250.0,FOX11,https://www.ufc.com/event/FOX11,KO/TKO,FOX11
0,0,Robbie Lawler,Matt Brown,Welterweight Bout,,,FOX12,https://www.ufc.com/event/FOX12,Decision - Unanimous,FOX12
1,1,Anthony Johnson,Antonio Rogerio Nogueira,Light Heavyweight Bout,,,FOX12,https://www.ufc.com/event/FOX12,KO/TKO,FOX12
2,2,Clay Guida,Dennis Bermudez,Featherweight Bout,,,FOX12,https://www.ufc.com/event/FOX12,Submission,FOX12
3,3,Josh Thomson,Bobby Green,Lightweight Bout,,,FOX12,https://www.ufc.com/event/FOX12,Decision - Split,FOX12
4,4,Daron Cruickshank,Jorge Masvidal,Lightweight Bout,,,FOX12,https://www.ufc.com/event/FOX12,Decision - Unanimous,FOX12
5,5,Kyle Kingsbury,Patrick Cummins,Light Heavyweight Bout,,,FOX12,https://www.ufc.com/event/FOX12,Decision - Unanimous,FOX12
6,6,Hernani Perpetuo,Tim Means,Welterweight Bout,,,FOX12,https://www.ufc.com/event/FOX12,Decision - Unanimous,FOX12
7,7,Mike De La Torre,Brian Ortega,Featherweight Bout,,,FOX12,https://www.ufc.com/event/FOX12,Overturned,FOX12
8,8,Akbarh Arreola,Tiago Trator,Lightweight Bout,,,FOX12,https://www.ufc.com/event/FOX12,Decision - Unanimous,FOX12
9,9,Andreas Stahl,Gilbert Burns,Welterweight Bout,,,FOX12,https://www.ufc.com/event/FOX12,Decision - Unanimous,FOX12
10,10,Juliana Lima,Joanna Jędrzejczyk,Women's Strawweight Bout,,,FOX12,https://www.ufc.com/event/FOX12,Decision - Unanimous,FOX12
11,11,Steven Siler,Noad Lahat,Featherweight Bout,,,FOX12,https://www.ufc.com/event/FOX12,Decision - Unanimous,FOX12
0,0,Nate Diaz,Jim Miller,Lightweight Bout,,,FOX3,https://www.ufc.com/event/FOX3,Submission,FOX3
1,1,Josh Koscheck,Johny Hendricks,Welterweight Bout,,,FOX3,https://www.ufc.com/event/FOX3,Decision - Split,FOX3
2,2,Rousimar Palhares,Alan Belcher,Middleweight Bout,,,FOX3,https://www.ufc.com/event/FOX3,KO/TKO,FOX3
3,3,Pat Barry,Lavar Johnson,Heavyweight Bout,,,FOX3,https://www.ufc.com/event/FOX3,KO/TKO,FOX3
4,4,Tony Ferguson,Michael Johnson,Lightweight Bout,,,FOX3,https://www.ufc.com/event/FOX3,Decision - Unanimous,FOX3
5,5,John Dodson,Tim Elliott,Flyweight Bout,,,FOX3,https://www.ufc.com/event/FOX3,Decision - Unanimous,FOX3
6,6,John Hathaway,Pascal Krauss,Welterweight Bout,,,FOX3,https://www.ufc.com/event/FOX3,Decision - Unanimous,FOX3
7,7,Louis Gaudinot,John Lineker,Flyweight Bout,,,FOX3,https://www.ufc.com/event/FOX3,Submission,FOX3
8,8,Danny Castillo,John Cholish,Lightweight Bout,,,FOX3,https://www.ufc.com/event/FOX3,Decision - Unanimous,FOX3
9,9,Dennis Bermudez,Pablo Garza,Featherweight Bout,,,FOX3,https://www.ufc.com/event/FOX3,Decision - Unanimous,FOX3
10,10,Roland Delorme,Nick Denis,Bantamweight Bout,,,FOX3,https://www.ufc.com/event/FOX3,Submission,FOX3
11,11,Mike Massenzio,Karlos Vemola,Middleweight Bout,,,FOX3,https://www.ufc.com/event/FOX3,Submission,FOX3
0,0,Mauricio Rua,Brandon Vera,Light Heavyweight Bout,,,FOX4,https://www.ufc.com/event/FOX4,KO/TKO,FOX4
1,1,Lyoto Machida,Ryan Bader,Light Heavyweight Bout,,,FOX4,https://www.ufc.com/event/FOX4,KO/TKO,FOX4
2,2,Joe Lauzon,Jamie Varner,Lightweight Bout,,,FOX4,https://www.ufc.com/event/FOX4,Submission,FOX4
3,3,Mike Swick,DaMarques Johnson,Welterweight Bout,,,FOX4,https://www.ufc.com/event/FOX4,KO/TKO,FOX4
4,4,Cole Miller,Nam Phan,Featherweight Bout,,,FOX4,https://www.ufc.com/event/FOX4,Decision - Split,FOX4
5,5,Phil Davis,Wagner Prado,Light Heavyweight Bout,,,FOX4,https://www.ufc.com/event/FOX4,Could Not Continue,FOX4
6,6,Josh Grispi,Rani Yahya,Featherweight Bout,,,FOX4,https://www.ufc.com/event/FOX4,Submission,FOX4
7,7,Phil De Fries,Oli Thompson,Heavyweight Bout,,,FOX4,https://www.ufc.com/event/FOX4,Submission,FOX4
8,8,Manny Gamburyan,Michihiro Omigawa,Featherweight Bout,,,FOX4,https://www.ufc.com/event/FOX4,Decision - Unanimous,FOX4
0,0,Benson Henderson,Nate Diaz,Lightweight Title Bout,,,FOX5,https://www.ufc.com/event/FOX5,Decision - Unanimous,FOX5
1,1,Mauricio Rua,Alexander Gustafsson,Light Heavyweight Bout,,,FOX5,https://www.ufc.com/event/FOX5,Decision - Unanimous,FOX5
2,2,BJ Penn,Rory MacDonald,Welterweight Bout,,,FOX5,https://www.ufc.com/event/FOX5,Decision - Unanimous,FOX5
3,3,Mike Swick,Matt Brown,Welterweight Bout,,,FOX5,https://www.ufc.com/event/FOX5,KO/TKO,FOX5
4,4,Yves Edwards,Jeremy Stephens,Lightweight Bout,,,FOX5,https://www.ufc.com/event/FOX5,KO/TKO,FOX5
5,5,Raphael Assuncao,Mike Easton,Bantamweight Bout,,,FOX5,https://www.ufc.com/event/FOX5,Decision - Unanimous,FOX5
6,6,Ramsey Nijem,Joe Proctor,Lightweight Bout,,,FOX5,https://www.ufc.com/event/FOX5,Decision - Unanimous,FOX5
7,7,Daron Cruickshank,Henry Martinez,Lightweight Bout,,,FOX5,https://www.ufc.com/event/FOX5,KO/TKO,FOX5
8,8,Marcus LeVesseur,Abel Trujillo,Lightweight Bout,,,FOX5,https://www.ufc.com/event/FOX5,KO/TKO,FOX5
9,9,Dennis Siver,Nam Phan,Featherweight Bout,,,FOX5,https://www.ufc.com/event/FOX5,Decision - Unanimous,FOX5
10,10,Scott Jorgensen,John Albert,Bantamweight Bout,,,FOX5,https://www.ufc.com/event/FOX5,Submission,FOX5
0,0,Demetrious Johnson,John Dodson,Flyweight Title Bout,,,FOX6,https://www.ufc.com/event/FOX6,Decision - Unanimous,FOX6
1,1,Rampage Jackson,Glover Teixeira,Light Heavyweight Bout,,,FOX6,https://www.ufc.com/event/FOX6,Decision - Unanimous,FOX6
2,2,Anthony Pettis,Donald Cerrone,Lightweight Bout,,,FOX6,https://www.ufc.com/event/FOX6,KO/TKO,FOX6
3,3,Erik Koch,Ricardo Lamas,Featherweight Bout,,,FOX6,https://www.ufc.com/event/FOX6,KO/TKO,FOX6
4,4,TJ Grant,Matt Wiman,Lightweight Bout,,,FOX6,https://www.ufc.com/event/FOX6,KO/TKO,FOX6
5,5,Clay Guida,Hatsu Hioki,Featherweight Bout,,,FOX6,https://www.ufc.com/event/FOX6,Decision - Split,FOX6
6,6,Mike Stumpf,Pascal Krauss,Welterweight Bout,,,FOX6,https://www.ufc.com/event/FOX6,Decision - Unanimous,FOX6
7,7,Ryan Bader,Vladimir Matyushenko,Light Heavyweight Bout,,,FOX6,https://www.ufc.com/event/FOX6,Submission,FOX6
8,8,Mike Russow,Shawn Jordan,Heavyweight Bout,,,FOX6,https://www.ufc.com/event/FOX6,KO/TKO,FOX6
9,9,Rafael Natal,Sean Spencer,Middleweight Bout,,,FOX6,https://www.ufc.com/event/FOX6,Submission,FOX6
10,10,Simeon Thoresen,,Welterweight Bout,,,FOX6,https://www.ufc.com/event/FOX6,Decision - Unanimous,FOX6
0,0,Benson Henderson,Gilbert Melendez,Lightweight Title Bout,,,FOX7,https://www.ufc.com/event/FOX7,Decision - Split,FOX7
1,1,Frank Mir,Daniel Cormier,Heavyweight Bout,,,FOX7,https://www.ufc.com/event/FOX7,Decision - Unanimous,FOX7
2,2,Nate Diaz,Josh Thomson,Lightweight Bout,,,FOX7,https://www.ufc.com/event/FOX7,KO/TKO,FOX7
3,3,Matt Brown,Jordan Mein,Welterweight Bout,,,FOX7,https://www.ufc.com/event/FOX7,KO/TKO,FOX7
4,4,Chad Mendes,Darren Elkins,Featherweight Bout,,,FOX7,https://www.ufc.com/event/FOX7,KO/TKO,FOX7
5,5,Francis Carmont,Lorenz Larkin,Middleweight Bout,,,FOX7,https://www.ufc.com/event/FOX7,Decision - Unanimous,FOX7
6,6,Ramsey Nijem,Myles Jury,Lightweight Bout,,,FOX7,https://www.ufc.com/event/FOX7,KO/TKO,FOX7
7,7,Joseph Benavidez,Darren Uyenoyama,Flyweight Bout,,,FOX7,https://www.ufc.com/event/FOX7,KO/TKO,FOX7
8,8,Tim Means,Jorge Masvidal,Lightweight Bout,,,FOX7,https://www.ufc.com/event/FOX7,Decision - Unanimous,FOX7
9,9,TJ Dillashaw,Hugo Viana,Bantamweight Bout,,,FOX7,https://www.ufc.com/event/FOX7,KO/TKO,FOX7
10,10,Anthony Njokuani,Roger Bowling,Lightweight Bout,,,FOX7,https://www.ufc.com/event/FOX7,KO/TKO,FOX7
11,11,Clifford Starks,Yoel Romero,Middleweight Bout,,,FOX7,https://www.ufc.com/event/FOX7,KO/TKO,FOX7
0,0,Demetrious Johnson,John Moraga,Flyweight Title Bout,,,FOX8,https://www.ufc.com/event/FOX8,Submission,FOX8
1,1,Rory MacDonald,Jake Ellenberger,Welterweight Bout,,,FOX8,https://www.ufc.com/event/FOX8,Decision - Unanimous,FOX8
2,2,Robbie Lawler,Bobby Voelker,Welterweight Bout,,,FOX8,https://www.ufc.com/event/FOX8,KO/TKO,FOX8
3,3,Liz Carmouche,Jessica Andrade,Women's Bantamweight Bout,,,FOX8,https://www.ufc.com/event/FOX8,KO/TKO,FOX8
4,4,Michael Chiesa,Jorge Masvidal,Lightweight Bout,,,FOX8,https://www.ufc.com/event/FOX8,Submission,FOX8
5,5,Danny Castillo,Tim Means,Lightweight Bout,,,FOX8,https://www.ufc.com/event/FOX8,Decision - Unanimous,FOX8
6,6,Mac Danzig,Melvin Guillard,Lightweight Bout,,,FOX8,https://www.ufc.com/event/FOX8,KO/TKO,FOX8
7,7,Yves Edwards,Daron Cruickshank,Lightweight Bout,,,FOX8,https://www.ufc.com/event/FOX8,Decision - Split,FOX8
8,8,Ed Herman,Trevor Smith,Middleweight Bout,,,FOX8,https://www.ufc.com/event/FOX8,Decision - Split,FOX8
9,9,Julie Kedzie,Germaine de Randamie,Women's Bantamweight Bout,,,FOX8,https://www.ufc.com/event/FOX8,Decision - Split,FOX8
10,10,Aaron Riley,Justin Salas,Lightweight Bout,,,FOX8,https://www.ufc.com/event/FOX8,Decision - Split,FOX8
11,11,John Albert,Yaotzin Meza,Bantamweight Bout,,,FOX8,https://www.ufc.com/event/FOX8,Submission,FOX8
0,0,Demetrious Johnson,Joseph Benavidez,Flyweight Title Bout,-145.0,115.0,FOX9,https://www.ufc.com/event/FOX9,KO/TKO,FOX9
1,1,Urijah Faber,Michael McDonald,Bantamweight Bout,-160.0,130.0,FOX9,https://www.ufc.com/event/FOX9,Submission,FOX9
2,2,Chad Mendes,Nik Lentz,Featherweight Bout,-900.0,600.0,FOX9,https://www.ufc.com/event/FOX9,Decision - Unanimous,FOX9
3,3,Joe Lauzon,Mac Danzig,Lightweight Bout,-180.0,150.0,FOX9,https://www.ufc.com/event/FOX9,Decision - Unanimous,FOX9
4,4,Court McGee,Ryan LaFlare,Welterweight Bout,100.0,-130.0,FOX9,https://www.ufc.com/event/FOX9,Decision - Unanimous,FOX9
5,5,Danny Castillo,Edson Barboza,Lightweight Bout,230.0,-290.0,FOX9,https://www.ufc.com/event/FOX9,Decision - Majority,FOX9
6,6,Bobby Green,Pat Healy,Lightweight Bout,120.0,-150.0,FOX9,https://www.ufc.com/event/FOX9,Decision - Unanimous,FOX9
7,7,Scott Jorgensen,Zach Makovsky,Flyweight Bout,-220.0,180.0,FOX9,https://www.ufc.com/event/FOX9,Decision - Unanimous,FOX9
8,8,Sam Stout,Cody McKenzie,Lightweight Bout,-275.0,215.0,FOX9,https://www.ufc.com/event/FOX9,Decision - Unanimous,FOX9
9,9,Abel Trujillo,Roger Bowling,Lightweight Bout,125.0,-155.0,FOX9,https://www.ufc.com/event/FOX9,KO/TKO,FOX9
10,10,Darren Uyenoyama,Alptekin Ozkilic,Flyweight Bout,190.0,-230.0,FOX9,https://www.ufc.com/event/FOX9,Decision - Split,FOX9
0,0,Minotauro Nogueira,Fabricio Werdum,Heavyweight Bout,,,FUEL10,https://www.ufc.com/event/FUEL10,Submission,FUEL10
1,1,William Macario,Leonardo Santos,Welterweight Bout,,,FUEL10,https://www.ufc.com/event/FUEL10,Submission,FUEL10
2,2,,Rafael Cavalcante,Light Heavyweight Bout,,,FUEL10,https://www.ufc.com/event/FUEL10,KO/TKO,FUEL10
3,3,Erick Silva,Jason High,Welterweight Bout,,,FUEL10,https://www.ufc.com/event/FUEL10,Submission,FUEL10
4,4,,Eddie Mendez,Middleweight Bout,,,FUEL10,https://www.ufc.com/event/FUEL10,Submission,FUEL10
5,5,,Mike Wilkinson,Featherweight Bout,,,FUEL10,https://www.ufc.com/event/FUEL10,Submission,FUEL10
6,6,Raphael Assuncao,Vaughan Lee,Bantamweight Bout,,,FUEL10,https://www.ufc.com/event/FUEL10,Submission,FUEL10
7,7,,Felipe Arantes,Featherweight Bout,,,FUEL10,https://www.ufc.com/event/FUEL10,KO/TKO,FUEL10
8,8,Ildemar Alcantara,Leandro Silva,Welterweight Bout,,,FUEL10,https://www.ufc.com/event/FUEL10,Decision - Unanimous,FUEL10
9,9,,Mizuto Hirota,Featherweight Bout,,,FUEL10,https://www.ufc.com/event/FUEL10,Decision - Split,FUEL10
10,10,Caio Magalhaes,Karlos Vemola,Middleweight Bout,,,FUEL10,https://www.ufc.com/event/FUEL10,Submission,FUEL10
11,11,Antonio Braga Neto,Anthony Smith,Middleweight Bout,,,FUEL10,https://www.ufc.com/event/FUEL10,Submission,FUEL10
0,0,Chan Sung Jung,Dustin Poirier,Featherweight Bout,,,FUEL3,https://www.ufc.com/event/FUEL3,Submission,FUEL3
1,1,Amir Sadollah,Jorge Lopez,Welterweight Bout,,,FUEL3,https://www.ufc.com/event/FUEL3,Decision - Split,FUEL3
2,2,Donald Cerrone,Jeremy Stephens,Lightweight Bout,,,FUEL3,https://www.ufc.com/event/FUEL3,Decision - Unanimous,FUEL3
3,3,Yves Jabouin,Jeff Hougland,Bantamweight Bout,,,FUEL3,https://www.ufc.com/event/FUEL3,Decision - Unanimous,FUEL3
4,4,Igor Pokrajac,Fabio Maldonado,Light Heavyweight Bout,,,FUEL3,https://www.ufc.com/event/FUEL3,Decision - Unanimous,FUEL3
5,5,Jason MacDonald,Tom Lawlor,Middleweight Bout,,,FUEL3,https://www.ufc.com/event/FUEL3,KO/TKO,FUEL3
6,6,Brad Tavares,Dongi Yang,Middleweight Bout,,,FUEL3,https://www.ufc.com/event/FUEL3,Decision - Unanimous,FUEL3
7,7,Cody McKenzie,Marcus LeVesseur,Lightweight Bout,,,FUEL3,https://www.ufc.com/event/FUEL3,Submission,FUEL3
8,8,TJ Grant,Carlo Prater,Lightweight Bout,,,FUEL3,https://www.ufc.com/event/FUEL3,Decision - Unanimous,FUEL3
9,9,Rafael Dos Anjos,Kamal Shalorus,Lightweight Bout,,,FUEL3,https://www.ufc.com/event/FUEL3,Submission,FUEL3
10,10,Jeff Curran,Johnny Eduardo,Bantamweight Bout,,,FUEL3,https://www.ufc.com/event/FUEL3,Decision - Unanimous,FUEL3
11,11,Alex Soto,Francisco Rivera,Bantamweight Bout,,,FUEL3,https://www.ufc.com/event/FUEL3,Decision - Unanimous,FUEL3
0,0,Mark Munoz,Chris Weidman,Middleweight Bout,,,FUEL4,https://www.ufc.com/event/FUEL4,KO/TKO,FUEL4
1,1,James Te Huna,Joey Beltran,Light Heavyweight Bout,,,FUEL4,https://www.ufc.com/event/FUEL4,Decision - Unanimous,FUEL4
2,2,Aaron Simpson,Kenny Robertson,Welterweight Bout,,,FUEL4,https://www.ufc.com/event/FUEL4,Decision - Unanimous,FUEL4
3,3,Karlos Vemola,Francis Carmont,Middleweight Bout,,,FUEL4,https://www.ufc.com/event/FUEL4,Submission,FUEL4
4,4,TJ Dillashaw,Vaughan Lee,Bantamweight Bout,,,FUEL4,https://www.ufc.com/event/FUEL4,Submission,FUEL4
5,5,Rafael Dos Anjos,Anthony Njokuani,Lightweight Bout,,,FUEL4,https://www.ufc.com/event/FUEL4,Decision - Unanimous,FUEL4
6,6,,Alex Caceres,Bantamweight Bout,,,FUEL4,https://www.ufc.com/event/FUEL4,Submission,FUEL4
7,7,Chris Cariaso,Josh Ferguson,Flyweight Bout,,,FUEL4,https://www.ufc.com/event/FUEL4,Decision - Unanimous,FUEL4
8,8,Rafael Natal,Andrew Craig,Middleweight Bout,,,FUEL4,https://www.ufc.com/event/FUEL4,KO/TKO,FUEL4
9,9,Marcelo Guimaraes,Dan Stittgen,Welterweight Bout,,,FUEL4,https://www.ufc.com/event/FUEL4,Decision - Split,FUEL4
10,10,Raphael Assuncao,Issei Tamura,Bantamweight Bout,,,FUEL4,https://www.ufc.com/event/FUEL4,KO/TKO,FUEL4
0,0,Stefan Struve,Stipe Miocic,Heavyweight Bout,,,FUEL5,https://www.ufc.com/event/FUEL5,KO/TKO,FUEL5
1,1,Dan Hardy,Amir Sadollah,Welterweight Bout,,,FUEL5,https://www.ufc.com/event/FUEL5,Decision - Unanimous,FUEL5
2,2,Brad Pickett,Yves Jabouin,Bantamweight Bout,,,FUEL5,https://www.ufc.com/event/FUEL5,KO/TKO,FUEL5
3,3,Paul Sass,Matt Wiman,Lightweight Bout,,,FUEL5,https://www.ufc.com/event/FUEL5,Submission,FUEL5
4,4,John Hathaway,John Maguire,Welterweight Bout,,,FUEL5,https://www.ufc.com/event/FUEL5,Decision - Unanimous,FUEL5
5,5,Che Mills,Duane Ludwig,Welterweight Bout,,,FUEL5,https://www.ufc.com/event/FUEL5,KO/TKO,FUEL5
6,6,Kyle Kingsbury,Jimi Manuwa,Light Heavyweight Bout,,,FUEL5,https://www.ufc.com/event/FUEL5,TKO - Doctor's Stoppage,FUEL5
7,7,Andy Ogle,Akira Corassani,Featherweight Bout,,,FUEL5,https://www.ufc.com/event/FUEL5,Decision - Split,FUEL5
8,8,Tom Watson,Brad Tavares,Middleweight Bout,,,FUEL5,https://www.ufc.com/event/FUEL5,Decision - Split,FUEL5
9,9,DaMarques Johnson,Gunnar Nelson, Bout,,,FUEL5,https://www.ufc.com/event/FUEL5,Submission,FUEL5
10,10,Jason Young,Robbie Peralta,Featherweight Bout,,,FUEL5,https://www.ufc.com/event/FUEL5,KO/TKO,FUEL5
0,0,Rich Franklin,Cung Le,Middleweight Bout,,,FUEL6,https://www.ufc.com/event/FUEL6,KO/TKO,FUEL6
1,1,,Stanislav Nedkov,Light Heavyweight Bout,,,FUEL6,https://www.ufc.com/event/FUEL6,Overturned,FUEL6
2,2,Dong Hyun Ma,Paulo Thiago,Welterweight Bout,,,FUEL6,https://www.ufc.com/event/FUEL6,Decision - Unanimous,FUEL6
3,3,Takanori Gomi,Mac Danzig,Lightweight Bout,,,FUEL6,https://www.ufc.com/event/FUEL6,Decision - Split,FUEL6
4,4,Tiequan Zhang,Jon Tuck,Lightweight Bout,,,FUEL6,https://www.ufc.com/event/FUEL6,Decision - Unanimous,FUEL6
