fighter1,fighter2,weightclass,fighter1_odds,fighter2_odds,event_url,full_event_url,method,event,event_name,full_event_name
Nick Catone,Derek Downey,Middleweight Bout,,,UFC-Fight-Night-Lauzon-vs-Stephens,https://www.ufc.com/event/UFC-Fight-Night-Lauzon-vs-Stephens,Submission,UFC-Fight-Night-Lauzon-vs-Stephens,Lauzon vs Stephens,UFC Fight Night Lauzon vs Stephens Lauzon vs Stephens
Matthew Riddle,Steve Bruno,Welterweight Bout,,,UFC-Fight-Night-Lauzon-vs-Stephens,https://www.ufc.com/event/UFC-Fight-Night-Lauzon-vs-Stephens,Decision - Unanimous,UFC-Fight-Night-Lauzon-vs-Stephens,Lauzon vs Stephens,UFC Fight Night Lauzon vs Stephens Lauzon vs Stephens
Ronaldo Souza,Gegard Mousasi,Middleweight Bout,,,ufc-fight-night-ledyard,https://www.ufc.com/event/ufc-fight-night-ledyard,Submission,ufc-fight-night-ledyard,Jacare vs Mousasi,UFC fight night ledyard Jacare vs Mousasi
Alistair Overeem,Ben Rothwell,Heavyweight Bout,,,ufc-fight-night-ledyard,https://www.ufc.com/event/ufc-fight-night-ledyard,KO/TKO,ufc-fight-night-ledyard,Jacare vs Mousasi,UFC fight night ledyard Jacare vs Mousasi
Matt Mitrione,Derrick Lewis,Heavyweight Bout,,,ufc-fight-night-ledyard,https://www.ufc.com/event/ufc-fight-night-ledyard,KO/TKO,ufc-fight-night-ledyard,Jacare vs Mousasi,UFC fight night ledyard Jacare vs Mousasi
Joe Lauzon,Michael Chiesa,Lightweight Bout,,,ufc-fight-night-ledyard,https://www.ufc.com/event/ufc-fight-night-ledyard,TKO - Doctor's Stoppage,ufc-fight-night-ledyard,Jacare vs Mousasi,UFC fight night ledyard Jacare vs Mousasi
John Moraga,Justin Scoggins,Flyweight Bout,,,ufc-fight-night-ledyard,https://www.ufc.com/event/ufc-fight-night-ledyard,Submission,ufc-fight-night-ledyard,Jacare vs Mousasi,UFC fight night ledyard Jacare vs Mousasi
Rafael Natal,Chris Camozzi,Middleweight Bout,,,ufc-fight-night-ledyard,https://www.ufc.com/event/ufc-fight-night-ledyard,Decision - Split,ufc-fight-night-ledyard,Jacare vs Mousasi,UFC fight night ledyard Jacare vs Mousasi
Chris Beal,Tateki Matsuda,Bantamweight Bout,,,ufc-fight-night-ledyard,https://www.ufc.com/event/ufc-fight-night-ledyard,Decision - Unanimous,ufc-fight-night-ledyard,Jacare vs Mousasi,UFC fight night ledyard Jacare vs Mousasi
Sean Soriano,Chas Skelly,Featherweight Bout,,,ufc-fight-night-ledyard,https://www.ufc.com/event/ufc-fight-night-ledyard,Decision - Unanimous,ufc-fight-night-ledyard,Jacare vs Mousasi,UFC fight night ledyard Jacare vs Mousasi
Anderson Silva,Michael Bisping,Middleweight Bout,,,ufc-fight-night-london-2016,https://www.ufc.com/event/ufc-fight-night-london-2016,DEC,ufc-fight-night-london-2016,Silva vs Bisping,UFC fight night london 2016 Silva vs Bisping
Gegard Mousasi,Thales Leites,Middleweight Bout,,,ufc-fight-night-london-2016,https://www.ufc.com/event/ufc-fight-night-london-2016,DEC,ufc-fight-night-london-2016,Silva vs Bisping,UFC fight night london 2016 Silva vs Bisping
Tom Breese,Keita Nakamura,Welterweight Bout,,,ufc-fight-night-london-2016,https://www.ufc.com/event/ufc-fight-night-london-2016,DEC,ufc-fight-night-london-2016,Silva vs Bisping,UFC fight night london 2016 Silva vs Bisping
Francisco Rivera,Brad Pickett,Bantamweight Bout,,,ufc-fight-night-london-2016,https://www.ufc.com/event/ufc-fight-night-london-2016,DEC,ufc-fight-night-london-2016,Silva vs Bisping,UFC fight night london 2016 Silva vs Bisping
Mike Wilkinson,Makwan Amirkhani,Featherweight Bout,,,ufc-fight-night-london-2016,https://www.ufc.com/event/ufc-fight-night-london-2016,DEC,ufc-fight-night-london-2016,Silva vs Bisping,UFC fight night london 2016 Silva vs Bisping
Davey Grant,Marlon Vera,Bantamweight Bout,,,ufc-fight-night-london-2016,https://www.ufc.com/event/ufc-fight-night-london-2016,DEC,ufc-fight-night-london-2016,Silva vs Bisping,UFC fight night london 2016 Silva vs Bisping
Scott Askham,Chris Dempsey,Middleweight Bout,,,ufc-fight-night-london-2016,https://www.ufc.com/event/ufc-fight-night-london-2016,KO/TKO,ufc-fight-night-london-2016,Silva vs Bisping,UFC fight night london 2016 Silva vs Bisping
Arnold Allen,Yaotzin Meza,Featherweight Bout,,,ufc-fight-night-london-2016,https://www.ufc.com/event/ufc-fight-night-london-2016,DEC,ufc-fight-night-london-2016,Silva vs Bisping,UFC fight night london 2016 Silva vs Bisping
Bradley Scott,Krzysztof Jotko,Middleweight Bout,,,ufc-fight-night-london-2016,https://www.ufc.com/event/ufc-fight-night-london-2016,DEC,ufc-fight-night-london-2016,Silva vs Bisping,UFC fight night london 2016 Silva vs Bisping
Norman Parke,Rustam Khabilov,Lightweight Bout,,,ufc-fight-night-london-2016,https://www.ufc.com/event/ufc-fight-night-london-2016,DEC,ufc-fight-night-london-2016,Silva vs Bisping,UFC fight night london 2016 Silva vs Bisping
Daniel Omielanczuk,Jarjis Danho,Heavyweight Bout,,,ufc-fight-night-london-2016,https://www.ufc.com/event/ufc-fight-night-london-2016,DEC,ufc-fight-night-london-2016,Silva vs Bisping,UFC fight night london 2016 Silva vs Bisping
Teemu Packalen,Thibault Gouti,Lightweight Bout,,,ufc-fight-night-london-2016,https://www.ufc.com/event/ufc-fight-night-london-2016,SUB,ufc-fight-night-london-2016,Silva vs Bisping,UFC fight night london 2016 Silva vs Bisping
David Teymur,Martin Svensson,Lightweight Bout,,,ufc-fight-night-london-2016,https://www.ufc.com/event/ufc-fight-night-london-2016,KO/TKO,ufc-fight-night-london-2016,Silva vs Bisping,UFC fight night london 2016 Silva vs Bisping
Jimi Manuwa,Corey Anderson,Light Heavyweight Bout,,,ufc-fight-night-london-2017,https://www.ufc.com/event/ufc-fight-night-london-2017,KO/TKO,ufc-fight-night-london-2017,Manuwa vs Anderson,UFC fight night london 2017 Manuwa vs Anderson
Gunnar Nelson,Alan Jouban,Welterweight Bout,,,ufc-fight-night-london-2017,https://www.ufc.com/event/ufc-fight-night-london-2017,SUB,ufc-fight-night-london-2017,Manuwa vs Anderson,UFC fight night london 2017 Manuwa vs Anderson
Brad Pickett,Marlon Vera, Bout,,,ufc-fight-night-london-2017,https://www.ufc.com/event/ufc-fight-night-london-2017,KO/TKO,ufc-fight-night-london-2017,Manuwa vs Anderson,UFC fight night london 2017 Manuwa vs Anderson
Arnold Allen,Makwan Amirkhani,Featherweight Bout,,,ufc-fight-night-london-2017,https://www.ufc.com/event/ufc-fight-night-london-2017,DEC,ufc-fight-night-london-2017,Manuwa vs Anderson,UFC fight night london 2017 Manuwa vs Anderson
Joe Duffy,Reza Madadi,Lightweight Bout,,,ufc-fight-night-london-2017,https://www.ufc.com/event/ufc-fight-night-london-2017,DEC,ufc-fight-night-london-2017,Manuwa vs Anderson,UFC fight night london 2017 Manuwa vs Anderson
Darren Stewart,Francimar Barroso,Light Heavyweight Bout,,,ufc-fight-night-london-2017,https://www.ufc.com/event/ufc-fight-night-london-2017,DEC,ufc-fight-night-london-2017,Manuwa vs Anderson,UFC fight night london 2017 Manuwa vs Anderson
Daniel Omielanczuk,Timothy Johnson,Heavyweight Bout,,,ufc-fight-night-london-2017,https://www.ufc.com/event/ufc-fight-night-london-2017,DEC,ufc-fight-night-london-2017,Manuwa vs Anderson,UFC fight night london 2017 Manuwa vs Anderson
Leon Edwards,Vicente Luque,Welterweight Bout,,,ufc-fight-night-london-2017,https://www.ufc.com/event/ufc-fight-night-london-2017,DEC,ufc-fight-night-london-2017,Manuwa vs Anderson,UFC fight night london 2017 Manuwa vs Anderson
Marc Diakiese,Teemu Packalen,Lightweight Bout,,,ufc-fight-night-london-2017,https://www.ufc.com/event/ufc-fight-night-london-2017,KO/TKO,ufc-fight-night-london-2017,Manuwa vs Anderson,UFC fight night london 2017 Manuwa vs Anderson
Bradley Scott,Scott Askham,Middleweight Bout,,,ufc-fight-night-london-2017,https://www.ufc.com/event/ufc-fight-night-london-2017,DEC,ufc-fight-night-london-2017,Manuwa vs Anderson,UFC fight night london 2017 Manuwa vs Anderson
Lina Lansberg,Lucie Pudilova,Women's Bantamweight Bout,,,ufc-fight-night-london-2017,https://www.ufc.com/event/ufc-fight-night-london-2017,DEC,ufc-fight-night-london-2017,Manuwa vs Anderson,UFC fight night london 2017 Manuwa vs Anderson
Darren Till,Jorge Masvidal,Welterweight Bout,,,ufc-fight-night-london-2019,https://www.ufc.com/event/ufc-fight-night-london-2019,KO/TKO,ufc-fight-night-london-2019,Till vs Masvidal,UFC fight night london 2019 Till vs Masvidal
Leon Edwards,Gunnar Nelson,Welterweight Bout,,,ufc-fight-night-london-2019,https://www.ufc.com/event/ufc-fight-night-london-2019,DEC,ufc-fight-night-london-2019,Till vs Masvidal,UFC fight night london 2019 Till vs Masvidal
Volkan Oezdemir,Dominick Reyes,Light Heavyweight Bout,,,ufc-fight-night-london-2019,https://www.ufc.com/event/ufc-fight-night-london-2019,DEC,ufc-fight-night-london-2019,Till vs Masvidal,UFC fight night london 2019 Till vs Masvidal
Nathaniel Wood,Jose Quinonez,Bantamweight Bout,,,ufc-fight-night-london-2019,https://www.ufc.com/event/ufc-fight-night-london-2019,SUB,ufc-fight-night-london-2019,Till vs Masvidal,UFC fight night london 2019 Till vs Masvidal
Danny Roberts,Claudio Silva,Welterweight Bout,,,ufc-fight-night-london-2019,https://www.ufc.com/event/ufc-fight-night-london-2019,SUB,ufc-fight-night-london-2019,Till vs Masvidal,UFC fight night london 2019 Till vs Masvidal
Jack Marshman,John Phillips,Middleweight Bout,,,ufc-fight-night-london-2019,https://www.ufc.com/event/ufc-fight-night-london-2019,DEC,ufc-fight-night-london-2019,Till vs Masvidal,UFC fight night london 2019 Till vs Masvidal
Arnold Allen,Jordan Rinaldi,Featherweight Bout,,,ufc-fight-night-london-2019,https://www.ufc.com/event/ufc-fight-night-london-2019,DEC,ufc-fight-night-london-2019,Till vs Masvidal,UFC fight night london 2019 Till vs Masvidal
Marc Diakiese,Joe Duffy,Lightweight Bout,,,ufc-fight-night-london-2019,https://www.ufc.com/event/ufc-fight-night-london-2019,DEC,ufc-fight-night-london-2019,Till vs Masvidal,UFC fight night london 2019 Till vs Masvidal
Nicolae Negumereanu,Saparbeg Safarov,Light Heavyweight Bout,,,ufc-fight-night-london-2019,https://www.ufc.com/event/ufc-fight-night-london-2019,DEC,ufc-fight-night-london-2019,Till vs Masvidal,UFC fight night london 2019 Till vs Masvidal
Danny Henry,Dan Ige,Featherweight Bout,,,ufc-fight-night-london-2019,https://www.ufc.com/event/ufc-fight-night-london-2019,SUB,ufc-fight-night-london-2019,Till vs Masvidal,UFC fight night london 2019 Till vs Masvidal
Molly McCann,Priscila Cachoeira,Women's Flyweight Bout,,,ufc-fight-night-london-2019,https://www.ufc.com/event/ufc-fight-night-london-2019,DEC,ufc-fight-night-london-2019,Till vs Masvidal,UFC fight night london 2019 Till vs Masvidal
Mike Grundy,Nad Narimani,Featherweight Bout,,,ufc-fight-night-london-2019,https://www.ufc.com/event/ufc-fight-night-london-2019,KO/TKO,ufc-fight-night-london-2019,Till vs Masvidal,UFC fight night london 2019 Till vs Masvidal
Fabricio Werdum,Alexander Volkov,Heavyweight Bout,,,ufc-fight-night-london-march-17-2018,https://www.ufc.com/event/ufc-fight-night-london-march-17-2018,KO/TKO,ufc-fight-night-london-march-17-2018,Werdum vs Volkov,UFC fight night london march 17 2018 Werdum vs Volkov
Jimi Manuwa,Jan Błachowicz,Light Heavyweight Bout,,,ufc-fight-night-london-march-17-2018,https://www.ufc.com/event/ufc-fight-night-london-march-17-2018,DEC,ufc-fight-night-london-march-17-2018,Werdum vs Volkov,UFC fight night london march 17 2018 Werdum vs Volkov
Tom Duquesnoy,Terrion Ware,Bantamweight Bout,,,ufc-fight-night-london-march-17-2018,https://www.ufc.com/event/ufc-fight-night-london-march-17-2018,DEC,ufc-fight-night-london-march-17-2018,Werdum vs Volkov,UFC fight night london march 17 2018 Werdum vs Volkov
Leon Edwards,Peter Sobotta,Welterweight Bout,,,ufc-fight-night-london-march-17-2018,https://www.ufc.com/event/ufc-fight-night-london-march-17-2018,KO/TKO,ufc-fight-night-london-march-17-2018,Werdum vs Volkov,UFC fight night london march 17 2018 Werdum vs Volkov
Nasrat Haqparast,Nad Narimani,Lightweight Bout,,,ufc-fight-night-london-march-17-2018,https://www.ufc.com/event/ufc-fight-night-london-march-17-2018,,ufc-fight-night-london-march-17-2018,Werdum vs Volkov,UFC fight night london march 17 2018 Werdum vs Volkov
John Phillips,Charles Byrd,Middleweight Bout,,,ufc-fight-night-london-march-17-2018,https://www.ufc.com/event/ufc-fight-night-london-march-17-2018,SUB,ufc-fight-night-london-march-17-2018,Werdum vs Volkov,UFC fight night london march 17 2018 Werdum vs Volkov
Danny Roberts,Oliver Enkamp,Welterweight Bout,,,ufc-fight-night-london-march-17-2018,https://www.ufc.com/event/ufc-fight-night-london-march-17-2018,KO/TKO,ufc-fight-night-london-march-17-2018,Werdum vs Volkov,UFC fight night london march 17 2018 Werdum vs Volkov
Danny Henry,Hakeem Dawodu,Featherweight Bout,,,ufc-fight-night-london-march-17-2018,https://www.ufc.com/event/ufc-fight-night-london-march-17-2018,SUB,ufc-fight-night-london-march-17-2018,Werdum vs Volkov,UFC fight night london march 17 2018 Werdum vs Volkov
Paul Craig,Magomed Ankalaev,Light Heavyweight Bout,,,ufc-fight-night-london-march-17-2018,https://www.ufc.com/event/ufc-fight-night-london-march-17-2018,SUB,ufc-fight-night-london-march-17-2018,Werdum vs Volkov,UFC fight night london march 17 2018 Werdum vs Volkov
Stevie Ray,Kajan Johnson,Lightweight Bout,,,ufc-fight-night-london-march-17-2018,https://www.ufc.com/event/ufc-fight-night-london-march-17-2018,DEC,ufc-fight-night-london-march-17-2018,Werdum vs Volkov,UFC fight night london march 17 2018 Werdum vs Volkov
Mark Godbeer,Dmitry Sosnovskiy,Heavyweight Bout,,,ufc-fight-night-london-march-17-2018,https://www.ufc.com/event/ufc-fight-night-london-march-17-2018,SUB,ufc-fight-night-london-march-17-2018,Werdum vs Volkov,UFC fight night london march 17 2018 Werdum vs Volkov
Chris Weidman,Kelvin Gastelum,Middleweight Bout,,,ufc-fight-night-long-island-2017,https://www.ufc.com/event/ufc-fight-night-long-island-2017,SUB,ufc-fight-night-long-island-2017,Weidman vs Gastelum,UFC fight night long island 2017 Weidman vs Gastelum
Dennis Bermudez,Darren Elkins,Featherweight Bout,,,ufc-fight-night-long-island-2017,https://www.ufc.com/event/ufc-fight-night-long-island-2017,,ufc-fight-night-long-island-2017,Weidman vs Gastelum,UFC fight night long island 2017 Weidman vs Gastelum
Patrick Cummins,Gian Villante,Light Heavyweight Bout,,,ufc-fight-night-long-island-2017,https://www.ufc.com/event/ufc-fight-night-long-island-2017,,ufc-fight-night-long-island-2017,Weidman vs Gastelum,UFC fight night long island 2017 Weidman vs Gastelum
Jimmie Rivera,Thomas Almeida,Bantamweight Bout,,,ufc-fight-night-long-island-2017,https://www.ufc.com/event/ufc-fight-night-long-island-2017,DEC,ufc-fight-night-long-island-2017,Weidman vs Gastelum,UFC fight night long island 2017 Weidman vs Gastelum
Lyman Good,Elizeu dos Santos,Welterweight Bout,,,ufc-fight-night-long-island-2017,https://www.ufc.com/event/ufc-fight-night-long-island-2017,DEC,ufc-fight-night-long-island-2017,Weidman vs Gastelum,UFC fight night long island 2017 Weidman vs Gastelum
Rafael Natal,Eryk Anders,Middleweight Bout,,,ufc-fight-night-long-island-2017,https://www.ufc.com/event/ufc-fight-night-long-island-2017,KO/TKO,ufc-fight-night-long-island-2017,Weidman vs Gastelum,UFC fight night long island 2017 Weidman vs Gastelum
Ryan LaFlare,Alex Oliveira,Welterweight Bout,,,ufc-fight-night-long-island-2017,https://www.ufc.com/event/ufc-fight-night-long-island-2017,KO/TKO,ufc-fight-night-long-island-2017,Weidman vs Gastelum,UFC fight night long island 2017 Weidman vs Gastelum
Damian Grabowski,Chase Sherman,Heavyweight Bout,,,ufc-fight-night-long-island-2017,https://www.ufc.com/event/ufc-fight-night-long-island-2017,DEC,ufc-fight-night-long-island-2017,Weidman vs Gastelum,UFC fight night long island 2017 Weidman vs Gastelum
Kyle Bochniak,Jeremy Kennedy,Featherweight Bout,,,ufc-fight-night-long-island-2017,https://www.ufc.com/event/ufc-fight-night-long-island-2017,DEC,ufc-fight-night-long-island-2017,Weidman vs Gastelum,UFC fight night long island 2017 Weidman vs Gastelum
Brian Kelleher,Marlon Vera,Bantamweight Bout,,,ufc-fight-night-long-island-2017,https://www.ufc.com/event/ufc-fight-night-long-island-2017,SUB,ufc-fight-night-long-island-2017,Weidman vs Gastelum,UFC fight night long island 2017 Weidman vs Gastelum
Timothy Johnson,Junior Albini,Heavyweight Bout,,,ufc-fight-night-long-island-2017,https://www.ufc.com/event/ufc-fight-night-long-island-2017,KO/TKO,ufc-fight-night-long-island-2017,Weidman vs Gastelum,UFC fight night long island 2017 Weidman vs Gastelum
Frankie Perez,Chris Wade,Lightweight Bout,,,ufc-fight-night-long-island-2017,https://www.ufc.com/event/ufc-fight-night-long-island-2017,DEC,ufc-fight-night-long-island-2017,Weidman vs Gastelum,UFC fight night long island 2017 Weidman vs Gastelum
Michael Bisping,Cung Le,Middleweight Bout,,,ufc-fight-night-macao-cotai-arena,https://www.ufc.com/event/ufc-fight-night-macao-cotai-arena,KO/TKO,ufc-fight-night-macao-cotai-arena,Bisping vs Le,UFC fight night macao cotai arena Bisping vs Le
Tyron Woodley,Dong Hyun Ma,Welterweight Bout,,,ufc-fight-night-macao-cotai-arena,https://www.ufc.com/event/ufc-fight-night-macao-cotai-arena,KO/TKO,ufc-fight-night-macao-cotai-arena,Bisping vs Le,UFC fight night macao cotai arena Bisping vs Le
Zhang Lipeng,Brendan O'Reilly,Lightweight Bout,,,ufc-fight-night-macao-cotai-arena,https://www.ufc.com/event/ufc-fight-night-macao-cotai-arena,Decision - Unanimous,ufc-fight-night-macao-cotai-arena,Bisping vs Le,UFC fight night macao cotai arena Bisping vs Le
Ning Guangyou,Jianping Yang,Featherweight Bout,,,ufc-fight-night-macao-cotai-arena,https://www.ufc.com/event/ufc-fight-night-macao-cotai-arena,Decision - Unanimous,ufc-fight-night-macao-cotai-arena,Bisping vs Le,UFC fight night macao cotai arena Bisping vs Le
Alberto Mina,Shinsho Anzai,Welterweight Bout,,,ufc-fight-night-macao-cotai-arena,https://www.ufc.com/event/ufc-fight-night-macao-cotai-arena,KO/TKO,ufc-fight-night-macao-cotai-arena,Bisping vs Le,UFC fight night macao cotai arena Bisping vs Le
Roland Delorme,Ulka Sasaki,Bantamweight Bout,,,ufc-fight-night-macao-cotai-arena,https://www.ufc.com/event/ufc-fight-night-macao-cotai-arena,Submission,ufc-fight-night-macao-cotai-arena,Bisping vs Le,UFC fight night macao cotai arena Bisping vs Le
Wang Anying,Colby Covington,Welterweight Bout,,,ufc-fight-night-macao-cotai-arena,https://www.ufc.com/event/ufc-fight-night-macao-cotai-arena,KO/TKO,ufc-fight-night-macao-cotai-arena,Bisping vs Le,UFC fight night macao cotai arena Bisping vs Le
Yao Zhikui,Royston Wee,Bantamweight Bout,,,ufc-fight-night-macao-cotai-arena,https://www.ufc.com/event/ufc-fight-night-macao-cotai-arena,Decision - Split,ufc-fight-night-macao-cotai-arena,Bisping vs Le,UFC fight night macao cotai arena Bisping vs Le
Elizabeth Phillips,Milana Dudieva,Women's Bantamweight Bout,,,ufc-fight-night-macao-cotai-arena,https://www.ufc.com/event/ufc-fight-night-macao-cotai-arena,Decision - Split,ufc-fight-night-macao-cotai-arena,Bisping vs Le,UFC fight night macao cotai arena Bisping vs Le
Lyoto Machida,Mark Munoz,Middleweight Bout,,,ufc-fight-night-machida-munoz,https://www.ufc.com/event/ufc-fight-night-machida-munoz,KO/TKO,ufc-fight-night-machida-munoz,Machida vs Munoz,UFC fight night machida munoz Machida vs Munoz
Ross Pearson,Melvin Guillard,Lightweight Bout,,,ufc-fight-night-machida-munoz,https://www.ufc.com/event/ufc-fight-night-machida-munoz,Could Not Continue,ufc-fight-night-machida-munoz,Machida vs Munoz,UFC fight night machida munoz Machida vs Munoz
Jimi Manuwa,Ryan Jimmo,Light Heavyweight Bout,,,ufc-fight-night-machida-munoz,https://www.ufc.com/event/ufc-fight-night-machida-munoz,KO/TKO,ufc-fight-night-machida-munoz,Machida vs Munoz,UFC fight night machida munoz Machida vs Munoz
Norman Parke,Jon Tuck,Lightweight Bout,,,ufc-fight-night-machida-munoz,https://www.ufc.com/event/ufc-fight-night-machida-munoz,Decision - Unanimous,ufc-fight-night-machida-munoz,Machida vs Munoz,UFC fight night machida munoz Machida vs Munoz
Alessio Sakara,Nico Musoke,Middleweight Bout,,,ufc-fight-night-machida-munoz,https://www.ufc.com/event/ufc-fight-night-machida-munoz,Submission,ufc-fight-night-machida-munoz,Machida vs Munoz,UFC fight night machida munoz Machida vs Munoz
Phil Harris,John Lineker,Flyweight Bout,,,ufc-fight-night-machida-munoz,https://www.ufc.com/event/ufc-fight-night-machida-munoz,KO/TKO,ufc-fight-night-machida-munoz,Machida vs Munoz,UFC fight night machida munoz Machida vs Munoz
Al Iaquinta,Piotr Hallmann,Lightweight Bout,,,ufc-fight-night-machida-munoz,https://www.ufc.com/event/ufc-fight-night-machida-munoz,Decision - Unanimous,ufc-fight-night-machida-munoz,Machida vs Munoz,UFC fight night machida munoz Machida vs Munoz
Luke Barnatt,Andrew Craig,Middleweight Bout,,,ufc-fight-night-machida-munoz,https://www.ufc.com/event/ufc-fight-night-machida-munoz,Submission,ufc-fight-night-machida-munoz,Machida vs Munoz,UFC fight night machida munoz Machida vs Munoz
Rosi Sexton,Jessica Andrade,Women's Bantamweight Bout,,,ufc-fight-night-machida-munoz,https://www.ufc.com/event/ufc-fight-night-machida-munoz,Decision - Unanimous,ufc-fight-night-machida-munoz,Machida vs Munoz,UFC fight night machida munoz Machida vs Munoz
Andy Ogle,Cole Miller,Featherweight Bout,,,ufc-fight-night-machida-munoz,https://www.ufc.com/event/ufc-fight-night-machida-munoz,Decision - Unanimous,ufc-fight-night-machida-munoz,Machida vs Munoz,UFC fight night machida munoz Machida vs Munoz
Jimy Hettes,Rob Whiteford,Featherweight Bout,,,ufc-fight-night-machida-munoz,https://www.ufc.com/event/ufc-fight-night-machida-munoz,Submission,ufc-fight-night-machida-munoz,Machida vs Munoz,UFC fight night machida munoz Machida vs Munoz
