,Unnamed: 0,W/L,Weight class,Method,Round,Time,Fighter1,Fighter2,F1_Kd,F2_Kd,F1_Str,F2_Str,F1_Td,F2_Td,F1_Sub,F2_Sub,fight_num,event_id
5,5,win,Middleweight,SUB  Guillotine Choke,1,1:03,Dan Miller,Jake Rosholt,0,0,2,2,0,1,2,0,6,d1759b2b7be9be56
6,6,win,Lightweight,KO/TKO  Punch,1,4:34,Matt Veach,Matt Grice,1,1,12,29,1,0,0,1,7,d1759b2b7be9be56
7,7,win,Lightweight,SUB  Guillotine Choke,1,4:35,Gleison Tibau,Rich Clementi,0,0,7,1,2,0,1,0,8,d1759b2b7be9be56
8,8,win,Middleweight,SUB  Keylock,2,1:15,Nick Catone,Derek Downey,0,0,21,2,4,1,2,0,9,d1759b2b7be9be56
9,9,win,Welterweight,U-DEC,3,5:00,Matthew Riddle,Steve Bruno,0,0,48,22,4,1,0,0,10,d1759b2b7be9be56
0,0,win,Welterweight,KO/TKO  Punch,1,4:58,Donald Cerrone,Yancy Medeiros,3,0,28,25,0,0,0,0,1,d181689653115b6a
1,1,win,Heavyweight,KO/TKO  Punch,3,2:48,Derrick Lewis,Marcin Tybura,2,0,30,37,1,1,0,1,2,d181689653115b6a
2,2,win,Lightweight,U-DEC,3,5:00,James Vick,Francisco Trinaldo,1,0,68,26,1,3,0,1,3,d181689653115b6a
3,3,win,Welterweight,KO/TKO  Knee,2,4:17,Curtis Millender,Thiago Alves,2,0,47,33,0,1,0,0,4,d181689653115b6a
4,4,win,Featherweight,U-DEC,3,5:00,Brandon Davis,Steven Peterson,0,0,114,73,0,1,0,0,5,d181689653115b6a
5,5,win,Lightweight,U-DEC,3,5:00,Sage Northcutt,Thibault Gouti,0,0,63,28,1,4,0,1,6,d181689653115b6a
6,6,win,Lightweight,KO/TKO  Punch,1,1:58,Diego Ferreira,Jared Gordon,1,0,29,8,0,0,0,0,7,d181689653115b6a
7,7,win,Welterweight,SUB  Rear Naked Choke,1,2:48,Geoff Neal,Brian Camozzi,0,0,14,7,0,0,1,0,8,d181689653115b6a
8,8,win,Flyweight,SUB  Rear Naked Choke,1,1:50,Robert Sanchez,Joby Sanchez,0,0,2,1,3,0,1,0,9,d181689653115b6a
9,9,win,Women's Bantamweight,U-DEC,3,5:00,Lucie Pudilova,Sarah Moras,2,0,75,43,0,2,0,2,10,d181689653115b6a
10,10,win,Welterweight,SUB  Guillotine Choke,1,2:12,Alex Morono,Joshua Burkman,1,0,7,4,0,0,1,0,11,d181689653115b6a
11,11,win,Middleweight,KO/TKO  Punch,1,1:54,Oskar Piechota,Tim Williams,1,0,17,8,0,0,0,0,12,d181689653115b6a
0,0,win,Heavyweight,KO/TKO  Punches,2,2:30,Junior Dos Santos,Tai Tuivasa,1,0,26,16,0,0,0,0,1,d1d20e651e6cbc02
1,1,win,Light Heavyweight,KO/TKO  Punches,3,0:43,Mauricio Rua,Tyson Pedro,1,0,30,31,3,0,0,1,2,d1d20e651e6cbc02
2,2,win,Heavyweight,U-DEC,3,5:00,Justin Willis,Mark Hunt,0,0,59,19,0,0,0,0,3,d1d20e651e6cbc02
3,3,win,Welterweight,SUB  Anaconda Choke,3,1:19,Anthony Rocco Martin,Jake Matthews,0,0,25,24,0,0,1,1,4,d1d20e651e6cbc02
4,4,win,Featherweight,KO/TKO  Punches,1,2:14,Sodiq Yusuff,Suman Mokhtarian,0,0,23,5,0,0,0,0,5,d1d20e651e6cbc02
5,5,win,Light Heavyweight,SUB  Kimura,3,4:51,Jimmy Crute,Paul Craig,0,0,17,12,1,3,4,0,6,d1d20e651e6cbc02
6,6,win,Welterweight,U-DEC,3,5:00,Aleksei Kunchenko,Yushin Okami,0,0,72,10,0,0,0,0,7,d1d20e651e6cbc02
7,7,win,Flyweight,U-DEC,3,5:00,Wilson Reis,Ben Nguyen,0,0,32,39,7,0,1,0,8,d1d20e651e6cbc02
8,8,win,Welterweight,S-DEC,3,5:00,Keita Nakamura,Salim Touahri,1,0,41,34,0,0,0,0,9,d1d20e651e6cbc02
9,9,win,Flyweight,U-DEC,3,5:00,Kai Kara-France,Elias Garcia,1,1,86,16,0,1,0,2,10,d1d20e651e6cbc02
10,10,win,Lightweight,U-DEC,3,5:00,Christos Giagos,Mizuto Hirota,0,0,31,19,5,0,0,1,11,d1d20e651e6cbc02
11,11,win,Lightweight,U-DEC,3,5:00,Damir Ismagulov,Alex Gorgees,0,0,34,10,5,0,0,0,12,d1d20e651e6cbc02
0,0,win,Lightweight,U-DEC,5,5:00,Benson Henderson,Nate Diaz,1,0,124,30,8,0,0,2,1,d1e6a6536ee62517
1,1,win,Light Heavyweight,U-DEC,3,5:00,Alexander Gustafsson,Mauricio Rua,0,0,72,41,6,1,0,1,2,d1e6a6536ee62517
2,2,win,Welterweight,U-DEC,3,5:00,Rory MacDonald,BJ Penn,0,0,116,24,1,0,0,0,3,d1e6a6536ee62517
3,3,win,Welterweight,KO/TKO  Punches,2,2:31,Matt Brown,Mike Swick,1,0,25,9,1,0,2,0,4,d1e6a6536ee62517
4,4,win,Lightweight,KO/TKO  Punch,1,1:55,Yves Edwards,Jeremy Stephens,1,0,8,5,0,0,0,0,5,d1e6a6536ee62517
5,5,win,Bantamweight,U-DEC,3,5:00,Raphael Assuncao,Mike Easton,0,0,57,30,0,0,0,0,6,d1e6a6536ee62517
6,6,win,Lightweight,U-DEC,3,5:00,Ramsey Nijem,Joe Proctor,1,0,49,21,5,0,0,4,7,d1e6a6536ee62517
7,7,win,Lightweight,KO/TKO  Kick,2,2:57,Daron Cruickshank,Henry Martinez,1,0,52,21,0,0,0,0,8,d1e6a6536ee62517
8,8,win,Lightweight,KO/TKO  Knees,2,3:56,Abel Trujillo,Marcus LeVesseur,1,0,57,9,1,2,2,0,9,d1e6a6536ee62517
9,9,win,Featherweight,U-DEC,3,5:00,Dennis Siver,Nam Phan,0,0,128,24,2,0,0,0,10,d1e6a6536ee62517
10,10,win,Bantamweight,SUB  Rear Naked Choke,1,4:59,Scott Jorgensen,John Albert,0,0,12,5,0,0,1,1,11,d1e6a6536ee62517
0,0,win,Women's Strawweight,U-DEC,5,5:00,Marina Rodriguez,Mackenzie Dern,0,0,144,49,0,1,1,1,1,d247691a6c0e9034
1,1,win,Welterweight,U-DEC,3,5:00,Randy Brown,Jared Gooden,0,0,115,81,0,0,0,0,2,d247691a6c0e9034
2,2,win,Flyweight,U-DEC,3,5:00,Matheus Nicolau,Tim Elliott,0,0,64,70,1,1,0,0,3,d247691a6c0e9034
3,3,win,Women's Flyweight,SUB  Rear Naked Choke,3,0:53,Mariya Agapova,Sabina Mazo,1,0,93,62,0,0,1,0,4,d247691a6c0e9034
4,4,win,Bantamweight,S-DEC,3,5:00,Chris Gutierrez,Felipe Colares,0,0,96,41,0,1,0,0,5,d247691a6c0e9034
5,5,win,Heavyweight,KO/TKO  Punches,2,4:43,Alexandr Romanov,Jared Vanderaa,0,0,56,13,5,0,0,0,6,d247691a6c0e9034
6,6,win,Featherweight,U-DEC,3,5:00,Damon Jackson,Charles Rosa,0,0,41,34,6,2,2,0,7,d247691a6c0e9034
7,7,win,Women's Strawweight,SUB  Armbar,1,4:14,Loopy Godinez,Silvana Gomez Juarez,0,0,11,3,5,0,1,0,8,d247691a6c0e9034
8,8,win,Lightweight,KO/TKO  Punches,2,1:51,Steve Garcia,Charlie Ontiveros,0,2,34,7,3,0,0,0,9,d247691a6c0e9034
0,0,win,Bantamweight,KO/TKO  Kick,1,0:33,Marlon Moraes,Jimmie Rivera,1,0,7,0,0,0,0,0,1,d29b5c4f22c6357d
1,1,win,Lightweight,SUB  Arm Triangle,2,4:06,Gregor Gillespie,Vinc Pichel,0,0,13,7,7,0,2,0,2,d29b5c4f22c6357d
2,2,win,Heavyweight,KO/TKO  Punches,2,4:59,Walt Harris,Daniel Spitz,1,0,29,17,0,0,0,0,3,d29b5c4f22c6357d
3,3,win,Welterweight,KO/TKO  Knee,1,1:56,Ben Saunders,Jake Ellenberger,1,0,10,5,0,0,0,0,4,d29b5c4f22c6357d
4,4,win,Featherweight,SUB  Rear Naked Choke,3,2:55,Julio Arce,Daniel Teymur,0,0,63,37,0,0,1,0,5,d29b5c4f22c6357d
5,5,win,Light Heavyweight,S-DEC,3,5:00,Sam Alvey,Gian Villante,1,0,53,50,0,0,0,0,6,d29b5c4f22c6357d
6,6,win,Women's Flyweight,U-DEC,3,5:00,Sijara Eubanks,Lauren Murphy,0,0,75,49,2,0,0,0,7,d29b5c4f22c6357d
7,7,win,Lightweight,U-DEC,3,5:00,David Teymur,Nik Lentz,0,0,67,61,0,0,0,0,8,d29b5c4f22c6357d
8,8,win,Welterweight,U-DEC,3,5:00,Belal Muhammad,Chance Rencountre,0,0,70,16,3,0,1,0,9,d29b5c4f22c6357d
9,9,win,Lightweight,U-DEC,3,5:00,Desmond Green,Gleison Tibau,0,0,77,28,0,0,0,0,10,d29b5c4f22c6357d
10,10,win,Bantamweight,SUB  D'Arce Choke,2,2:18,Nathaniel Wood,Johnny Eduardo,0,0,33,37,0,0,1,0,11,d29b5c4f22c6357d
11,11,win,Flyweight,KO/TKO  Punches,2,2:55,Jose Torres,Jarred Brooks,0,0,22,31,1,2,0,0,12,d29b5c4f22c6357d
0,0,win,Middleweight,U-DEC,5,5:00,Tito Ortiz,Wanderlei Silva,1,0,20,10,4,0,0,0,1,d2b1c1317a39f6c6
1,1,win,Middleweight,SUB  Arm Triangle,2,0:31,Murilo Bustamante,Yoji Anjo,0,0,11,0,4,0,1,0,2,d2b1c1317a39f6c6
2,2,win,Middleweight,SUB  Armbar,1,4:38,Sanae Kikuta,Eugene Jackson,0,0,8,4,2,0,2,1,3,d2b1c1317a39f6c6
3,3,win,Heavyweight,U-DEC,3,5:00,Ron Waterman,Satoshi Honma,0,0,51,6,3,0,1,1,4,d2b1c1317a39f6c6
4,4,win,Middleweight,KO/TKO,3,1:54,Ikuhisa Minowa,Joe Slick,0,0,3,8,3,0,0,4,5,d2b1c1317a39f6c6
5,5,win,Lightweight,M-DEC,3,5:00,Laverne Clark,Koji Oishi,0,0,13,1,0,3,0,0,6,d2b1c1317a39f6c6
0,0,win,Heavyweight,KO/TKO  Punches,1,4:10,Andrei Arlovski,Justin Eilers,0,0,33,5,0,0,0,0,1,d3711d3784b76255
1,1,win,Welterweight,U-DEC,3,5:00,Karo Parisyan,Matt Serra,0,1,56,26,8,1,2,0,2,d3711d3784b76255
2,2,win,Middleweight,KO/TKO,4,3:25,Rich Franklin,Evan Tanner,0,1,97,25,0,1,1,1,3,d3711d3784b76255
3,3,win,Light Heavyweight,SUB  Rear Naked Choke,1,2:18,Forrest Griffin,Bill Mahood,0,0,3,1,1,0,1,0,4,d3711d3784b76255
4,4,win,Heavyweight,SUB  Neck Crank,1,4:00,Paul Buentello,Kevin Jordan,1,0,20,18,0,0,1,0,5,d3711d3784b76255
5,5,win,Middleweight,KO/TKO  Punches,1,2:37,Nate Quarry,Shonie Carter,2,0,19,6,0,0,0,0,6,d3711d3784b76255
6,6,win,Middleweight,KO/TKO  Spinning Back Kick,2,2:10,David Loiseau,Charles McCarthy,1,0,20,0,0,1,0,1,7,d3711d3784b76255
7,7,win,Welterweight,KO/TKO  Punch,1,1:24,Nick Diaz,Koji Oishi,1,0,25,2,0,0,0,0,8,d3711d3784b76255
0,0,win,Middleweight,KO/TKO  Elbow,2,1:37,Chris Weidman,Mark Munoz,1,0,28,0,2,0,2,0,1,d3b5ad3b15a64a18
1,1,win,Light Heavyweight,U-DEC,3,5:00,James Te Huna,Joey Beltran,1,0,122,73,3,1,0,0,2,d3b5ad3b15a64a18
2,2,win,Welterweight,U-DEC,3,5:00,Aaron Simpson,Kenny Robertson,0,0,48,29,6,0,0,0,3,d3b5ad3b15a64a18
3,3,win,Middleweight,SUB  Rear Naked Choke,2,1:39,Francis Carmont,Karlos Vemola,0,0,4,3,0,1,2,2,4,d3b5ad3b15a64a18
4,4,win,Bantamweight,SUB  Rear Naked Choke,1,2:33,TJ Dillashaw,Vaughan Lee,0,0,3,8,2,0,1,0,5,d3b5ad3b15a64a18
5,5,win,Lightweight,U-DEC,3,5:00,Rafael Dos Anjos,Anthony Njokuani,0,0,51,32,6,0,0,0,6,d3b5ad3b15a64a18
6,6,win,Bantamweight,SUB  Triangle Choke,2,1:27,Alex Caceres,Damacio Page,0,0,9,7,0,2,3,0,7,d3b5ad3b15a64a18
7,7,win,Flyweight,U-DEC,3,5:00,Chris Cariaso,Josh Ferguson,0,0,70,20,3,1,0,0,8,d3b5ad3b15a64a18
8,8,win,Middleweight,KO/TKO  Kick,2,4:52,Andrew Craig,Rafael Natal,1,2,23,73,0,2,0,0,9,d3b5ad3b15a64a18
9,9,win,Welterweight,S-DEC,3,5:00,Marcelo Guimaraes,Dan Stittgen,0,0,63,49,0,1,0,0,10,d3b5ad3b15a64a18
10,10,win,Bantamweight,KO/TKO  Punch,2,0:25,Raphael Assuncao,Issei Tamura,1,0,39,5,0,0,0,0,11,d3b5ad3b15a64a18
0,0,win,Welterweight,U-DEC,5,5:00,Georges St-Pierre,Carlos Condit,0,1,71,36,7,0,0,0,1,d41937647eae9a34
1,1,win,Welterweight,KO/TKO  Punch,1,0:46,Johny Hendricks,Martin Kampmann,1,0,3,0,0,0,0,0,2,d41937647eae9a34
2,2,win,Middleweight,S-DEC,3,5:00,Francis Carmont,Tom Lawlor,0,0,34,20,0,2,1,2,3,d41937647eae9a34
3,3,win,Lightweight,U-DEC,3,5:00,Rafael Dos Anjos,Mark Bocek,0,0,54,19,4,0,0,1,4,d41937647eae9a34
4,4,win,Featherweight,U-DEC,3,5:00,Pablo Garza,Mark Hominick,0,1,83,39,2,1,1,0,5,d41937647eae9a34
5,5,win,Middleweight,DQ,1,1:26,Patrick Cote,Alessio Sakara,0,1,14,24,0,0,0,0,6,d41937647eae9a34
6,6,win,Light Heavyweight,SUB  Rear Naked Choke,1,2:24,Cyrille Diabate,Chad Griggs,1,0,6,2,2,1,1,0,7,d41937647eae9a34
7,7,win,Lightweight,U-DEC,3,5:00,John Makdessi,Sam Stout,0,0,84,63,0,0,0,0,8,d41937647eae9a34
8,8,win,Featherweight,S-DEC,3,5:00,Antonio Carvalho,Rodrigo Damm,0,0,48,50,0,0,0,0,9,d41937647eae9a34
9,9,win,Welterweight,U-DEC,3,5:00,Matthew Riddle,John Maguire,0,0,45,37,1,0,0,2,10,d41937647eae9a34
10,10,win,Bantamweight,SUB  Armbar,1,2:44,Ivan Menjivar,Azamat Gashimov,0,0,6,4,0,1,1,0,11,d41937647eae9a34
11,11,win,Featherweight,U-DEC,3,5:00,Darren Elkins,Steven Siler,0,0,44,15,6,0,6,1,12,d41937647eae9a34
0,0,win,Heavyweight,U-DEC,5,5:00,Junior Dos Santos,Stipe Miocic,1,0,123,89,1,1,0,0,1,d4a12dfa4067742f
1,1,win,Lightweight,U-DEC,3,5:00,Rafael Dos Anjos,Nate Diaz,0,0,77,13,2,0,0,0,2,d4a12dfa4067742f
2,2,win,Heavyweight,KO/TKO  Punch,1,4:13,Alistair Overeem,Stefan Struve,0,0,17,2,1,0,0,0,3,d4a12dfa4067742f
3,3,win,Heavyweight,KO/TKO  Punch,1,1:59,Matt Mitrione,Gabriel Gonzaga,1,0,12,6,0,0,0,0,4,d4a12dfa4067742f
4,4,win,Women's Strawweight,S-DEC,3,5:00,Joanna Jedrzejczyk,Claudia Gadelha,1,0,38,27,0,7,0,1,5,d4a12dfa4067742f
5,5,win,Flyweight,SUB  Rear Naked Choke,3,4:06,John Moraga,Willie Gates,0,1,56,22,1,0,1,1,6,d4a12dfa4067742f
6,6,win,Welterweight,SUB  Injury,1,0:57,Ben Saunders,Joe Riggs,0,0,4,2,0,1,0,0,7,d4a12dfa4067742f
7,7,win,Lightweight,SUB  Rear Naked Choke,1,1:52,Drew Dober,Jamie Varner,0,0,5,4,0,0,1,0,8,d4a12dfa4067742f
8,8,win,Lightweight,KO/TKO  Punches,3,3:24,Bryan Barberena,Joe Ellenberger,1,0,63,24,0,3,0,0,9,d4a12dfa4067742f
9,9,win,Lightweight,U-DEC,3,5:00,David Michaud,Garett Whiteley,0,0,77,75,4,0,0,0,10,d4a12dfa4067742f
10,10,win,Bantamweight,U-DEC,3,5:00,Henry Cejudo,Dustin Kimura,1,0,72,25,0,0,0,0,11,d4a12dfa4067742f
11,11,win,Bantamweight,SUB  Heel Hook,1,1:04,Ian Entwistle,Anthony Birchak,0,0,0,4,0,1,3,0,12,d4a12dfa4067742f
0,0,win,Flyweight,KO/TKO  Punches,1,0:32,Henry Cejudo,TJ Dillashaw,1,0,18,1,0,0,0,0,1,d4da8995fc91e7ef
1,1,win,Heavyweight,DQ,2,2:28,Allen Crowder,Greg Hardy,0,0,12,29,1,0,1,0,2,d4da8995fc91e7ef
2,2,win,Lightweight,KO/TKO  Punches,2,4:59,Gregor Gillespie,Yancy Medeiros,0,0,51,1,6,0,0,0,3,d4da8995fc91e7ef
3,3,win,Flyweight,U-DEC,3,5:00,Joseph Benavidez,Dustin Ortiz,1,0,21,49,7,3,0,0,4,d4da8995fc91e7ef
4,4,win,Women's Flyweight,SUB  Armbar,2,1:50,Paige VanZant,Rachael Ostovich,0,0,17,10,0,4,2,0,5,d4da8995fc91e7ef
5,5,win,Light Heavyweight,SUB  Arm Triangle,1,3:21,Glover Teixeira,Karl Roberson,0,1,6,24,1,0,1,0,6,d4da8995fc91e7ef
6,6,win,Lightweight,KO/TKO  Kick,2,3:43,Donald Cerrone,Alexander Hernandez,1,0,80,49,1,0,0,0,7,d4da8995fc91e7ef
7,7,win,Women's Flyweight,U-DEC,3,5:00,Joanne Wood,Ariane Lipski,0,0,85,53,1,1,2,0,8,d4da8995fc91e7ef
8,8,win,Light Heavyweight,KO/TKO  Punch,1,3:56,Alonzo Menifield,Vinicius Moreira,1,0,33,11,0,0,0,0,9,d4da8995fc91e7ef
9,9,win,Bantamweight,SUB  Armbar,1,3:31,Cory Sandhagen,Mario Bautista,1,0,17,9,1,1,2,0,10,d4da8995fc91e7ef
10,10,win,Lightweight,U-DEC,3,5:00,Dennis Bermudez,Te Edwards,0,1,63,23,5,0,2,0,11,d4da8995fc91e7ef
11,11,win,Welterweight,U-DEC,3,5:00,Geoff Neal,Belal Muhammad,2,0,71,63,0,0,0,0,12,d4da8995fc91e7ef
12,12,win,Welterweight,SUB  Rear Naked Choke,1,2:25,Chance Rencountre,Kyle Stewart,0,0,6,2,2,0,1,0,13,d4da8995fc91e7ef
0,0,win,Featherweight,U-DEC,5,5:00,Brian Ortega,Chan Sung Jung,2,0,127,62,3,0,0,0,1,d4f364dd076bb0e2
1,1,win,Women's Flyweight,KO/TKO  Punch,1,4:55,Jessica Andrade,Katlyn Chookagian,1,0,28,19,2,0,0,0,2,d4f364dd076bb0e2
2,2,win,Light Heavyweight,KO/TKO  Punches,1,2:01,Jimmy Crute,Modestas Bukauskas,2,0,17,7,0,0,0,0,3,d4f364dd076bb0e2
3,3,win,Welterweight,U-DEC,3,5:00,James Krause,Claudio Silva,0,0,94,64,0,2,0,0,4,d4f364dd076bb0e2
4,4,win,Featherweight,U-DEC,3,5:00,Jonathan Martinez,Thomas Almeida,0,0,73,64,0,0,0,0,5,d4f364dd076bb0e2
5,5,win,Lightweight,S-DEC,3,5:00,Guram Kutateladze,Mateusz Gamrot,1,0,37,52,0,5,0,0,6,d4f364dd076bb0e2
6,6,win,Women's Flyweight,U-DEC,3,5:00,Gillian Robertson,Poliana Botelho,0,0,57,22,3,0,0,0,7,d4f364dd076bb0e2
7,7,win,Middleweight,U-DEC,3,5:00,Junyong Park,John Phillips,0,0,10,5,4,0,0,0,8,d4f364dd076bb0e2
8,8,win,Lightweight,U-DEC,3,5:00,Fares Ziam,Jamie Mullarkey,0,0,47,20,1,5,0,0,9,d4f364dd076bb0e2
9,9,win,Light Heavyweight,KO/TKO  Punches,2,4:58,Maxim Grishin,Gadzhimurad Antigulov,0,0,34,12,1,1,0,0,10,d4f364dd076bb0e2
10,10,win,Bantamweight,KO/TKO  Punches,1,0:51,Said Nurmagomedov,Mark Striegl,0,0,18,3,0,0,0,0,11,d4f364dd076bb0e2
0,0,win,Middleweight,U-DEC,3,5:00,Michael Bisping,Yoshihiro Akiyama,0,0,118,50,0,0,0,0,1,d512d9f204059f57
1,1,win,Welterweight,KO/TKO  Punch,1,4:27,Carlos Condit,Dan Hardy,1,0,26,9,0,0,0,0,2,d512d9f204059f57
2,2,win,Welterweight,U-DEC,3,5:00,Mike Pyle,John Hathaway,0,0,46,18,5,0,1,0,3,d512d9f204059f57
3,3,draw  draw,Heavyweight,U-DEC,3,5:00,Cheick Kongo,Travis Browne,0,0,58,22,0,2,0,0,4,d512d9f204059f57
4,4,win,Welterweight,U-DEC,3,5:00,Claude Patrick,James Wilks,0,0,23,12,3,0,0,0,5,d512d9f204059f57
5,5,win,Light Heavyweight,SUB  Rear Naked Choke,2,2:41,Alexander Gustafsson,Cyrille Diabate,1,0,28,11,2,0,3,0,6,d512d9f204059f57
6,6,win,Heavyweight,SUB  Rear Naked Choke,3,1:43,Rob Broughton,Vinicius Queiroz,0,0,67,47,0,5,6,0,7,d512d9f204059f57
7,7,win,Lightweight,SUB  Triangle Choke,1,4:45,Paul Sass,Mark Holst,0,0,2,3,0,0,4,0,8,d512d9f204059f57
8,8,win,Lightweight,U-DEC,3,5:00,Spencer Fisher,Curt Warburton,0,0,68,45,1,1,2,2,9,d512d9f204059f57
9,9,win,Light Heavyweight,KO/TKO  Punches,3,0:48,Fabio Maldonado,James McSweeney,1,0,89,49,0,0,2,0,10,d512d9f204059f57
0,0,win,Welterweight,SUB  Triangle Choke,1,2:33,Donald Cerrone,Alex Oliveira,0,0,4,14,1,0,1,0,1,d56bb6dff2ae77eb
1,1,win,Middleweight,KO/TKO  Punches,1,2:38,Derek Brunson,Roan Carneiro,0,0,23,0,0,0,0,0,2,d56bb6dff2ae77eb
2,2,win,Catch Weight,KO/TKO  Punches,1,4:18,Cody Garbrandt,Augusto Mendes,1,0,11,11,0,0,0,0,3,d56bb6dff2ae77eb
3,3,win,Featherweight,U-DEC,3,5:00,Dennis Bermudez,Tatsuya Kawajiri,0,0,61,12,4,1,1,0,4,d56bb6dff2ae77eb
4,4,win,Middleweight,KO/TKO  Knees,1,0:26,Chris Camozzi,Joe Riggs,1,0,11,0,0,0,0,0,5,d56bb6dff2ae77eb
5,5,win,Lightweight,U-DEC,3,5:00,James Krause,Shane Campbell,0,0,47,82,2,2,2,0,6,d56bb6dff2ae77eb
6,6,win,Welterweight,KO/TKO  Punches,3,4:25,Sean Strickland,Alex Garcia,1,0,84,23,1,3,0,0,7,d56bb6dff2ae77eb
7,7,win,Middleweight,KO/TKO  Kick,1,1:00,Oluwale Bamgbose,Daniel Sarafian,1,0,8,0,0,0,0,0,8,d56bb6dff2ae77eb
8,8,win,Middleweight,U-DEC,3,5:00,Anthony Smith,Leonardo Guimaraes,0,0,57,64,2,0,0,0,9,d56bb6dff2ae77eb
9,9,win,Welterweight,U-DEC,3,5:00,Nathan Coy,Jonavin Webb,0,0,37,21,3,3,0,0,10,d56bb6dff2ae77eb
10,10,win,Women's Bantamweight,S-DEC,3,5:00,Ashlee Evans-Smith,Marion Reneau,0,0,55,53,1,1,0,1,11,d56bb6dff2ae77eb
11,11,win,Women's Bantamweight,KO/TKO  Punches,3,4:55,Lauren Murphy,Kelly Faszholz,0,0,95,76,1,0,0,0,12,d56bb6dff2ae77eb
12,12,win,Heavyweight,U-DEC,3,5:00,Shamil Abdurakhimov,Anthony Hamilton,0,0,62,40,0,0,0,0,13,d56bb6dff2ae77eb
0,0,win,Light Heavyweight,KO/TKO  Spinning Back Elbow,2,4:29,Jiri Prochazka,Dominick Reyes,1,0,77,63,1,1,0,1,1,d57e6a8971b6d2bd
1,1,win,Featherweight,KO/TKO  Kick,1,1:03,Giga Chikadze,Cub Swanson,1,0,12,4,0,0,0,0,2,d57e6a8971b6d2bd
2,2,draw  draw,Light Heavyweight,S-DEC,3,5:00,Ion Cutelaba,Dustin Jacoby,0,0,71,84,9,1,0,0,3,d57e6a8971b6d2bd
3,3,win,Middleweight,U-DEC,3,5:00,Sean Strickland,Krzysztof Jotko,0,0,84,37,0,0,0,0,4,d57e6a8971b6d2bd
4,4,win,Bantamweight,U-DEC,3,5:00,Merab Dvalishvili,Cody Stamann,0,0,71,48,5,1,1,0,5,d57e6a8971b6d2bd
5,5,win,Women's Strawweight,DQ,1,4:16,Luana Pinheiro,Randa Markos,0,0,29,18,5,0,0,0,6,d57e6a8971b6d2bd
6,6,win,Featherweight,S-DEC,3,5:00,TJ Brown,Kai Kamaka,0,1,82,61,2,1,1,0,7,d57e6a8971b6d2bd
7,7,win,Women's Flyweight,S-DEC,3,5:00,Luana Carolina,Poliana Botelho,0,0,25,34,0,1,0,0,8,d57e6a8971b6d2bd
8,8,win,Women's Strawweight,U-DEC,3,5:00,Loma Lookboonmee,Sam Hughes,0,0,84,49,4,0,0,0,9,d57e6a8971b6d2bd
9,9,win,Middleweight,U-DEC,3,5:00,Andreas Michailidis,KB Bhullar,0,0,73,70,1,0,0,0,10,d57e6a8971b6d2bd
10,10,win,Featherweight,U-DEC,3,5:00,Felipe Colares,Luke Sanders,0,1,78,118,2,2,0,0,11,d57e6a8971b6d2bd
0,0,win,Welterweight,SUB  D'Arce Choke,2,4:19,Tyron Woodley,Darren Till,1,0,57,0,0,0,1,0,1,d5ae8074631762fc
1,1,win,Women's Strawweight,KO/TKO  Punch,1,1:58,Jessica Andrade,Karolina Kowalkiewicz,1,0,38,24,0,0,0,0,2,d5ae8074631762fc
2,2,win,Featherweight,SUB  Suloev Stretch,2,3:46,Zabit Magomedsharipov,Brandon Davis,0,0,38,27,6,0,1,0,3,d5ae8074631762fc
3,3,win,Bantamweight,U-DEC,3,5:00,Jimmie Rivera,John Dodson,0,0,62,41,0,0,0,0,4,d5ae8074631762fc
4,4,win,Welterweight,KO/TKO  Punches,1,0:43,Abdul Razak Alhassan,Niko Price,1,0,15,4,0,0,0,0,5,d5ae8074631762fc
5,5,win,Women's Strawweight,KO/TKO  Punches,3,4:33,Tatiana Suarez,Carla Esparza,0,0,82,6,9,0,0,0,6,d5ae8074631762fc
6,6,win,Bantamweight,SUB  Suloev Stretch,2,3:42,Aljamain Sterling,Cody Stamann,0,0,33,12,2,3,2,0,7,d5ae8074631762fc
7,7,win,Welterweight,KO/TKO  Kick,2,1:23,Geoff Neal,Frank Camacho,2,0,59,25,0,0,0,0,8,d5ae8074631762fc
8,8,win,Middleweight,KO/TKO  Elbow,2,2:17,Darren Stewart,Charles Byrd,1,0,24,38,0,0,0,0,9,d5ae8074631762fc
9,9,win,Welterweight,U-DEC,3,5:00,Diego Sanchez,Craig White,0,1,46,18,3,0,0,1,10,d5ae8074631762fc
10,10,win,Lightweight,SUB  Rear Naked Choke,1,1:29,Jim Miller,Alex White,0,0,15,5,1,0,1,0,11,d5ae8074631762fc
11,11,win,Women's Bantamweight,S-DEC,3,5:00,Irene Aldana,Lucie Pudilova,0,0,119,105,0,0,0,0,12,d5ae8074631762fc
12,12,win,Flyweight,S-DEC,3,5:00,Jarred Brooks,Robert Sanchez,0,0,24,16,2,1,1,0,13,d5ae8074631762fc
0,0,win,Light Heavyweight,KO/TKO  Punch,3,1:31,Dan Henderson,Mauricio Rua,1,2,23,48,0,1,0,0,1,d5f820c11a121050
1,1,win,Middleweight,KO/TKO  Punch,1,0:39,CB Dollaway,Cezar Ferreira,1,0,12,3,0,0,0,0,2,d5f820c11a121050
2,2,draw  draw,Lightweight,M-DEC,3,5:00,Leonardo Santos,Norman Parke,0,0,26,37,0,0,0,0,3,d5f820c11a121050
